UUID,Title,Author,Language,Description,AI Result,Call to Action with Gemini_fewshot_v3
332aa755-5b79-4926-a770-699a064cc389,"வருமான வரிச் சட்டம் / [எளிய தமிழில்], என்.ஸி. அனந்தாச்சாரி. Varumān̲a varic caṭṭam / [eḷiya Tamil̲il], Een̲.Si. An̲antāccāri. ",India.,Tamil,,"Income tax got you confused? Get clear and concise answers in plain Tamil! 
","எளிய தமிழில் வருமான வரிச் சட்டத்தைப் புரிந்து கொள்ள, இந்தப் புத்தகத்தை இன்றே கடன் வாங்குங்கள்.
"
f3e1afc9-5b19-4124-8da8-c52210f4550d,மண்ணின் கண்கள் / இரா. வடிவேலன். Maṇṇin̲ kaṇkaḷ / Irā. Vaṭivēlan̲. ,"வடிவேலன், இரா., 1936-|Vaṭivēlan̲, Irā., 1936-",Tamil,,"Journey through life's complexities with ""Mannin Kangal"" - a captivating Tamil novel exploring human emotions and experiences. 
","மண்ணின் கண்கள்  -  உணர்வுகளைத் தொடும் ஒரு பயணம்.
"
84c371d8-4dfb-4d73-806c-c0edb2e4faf8,"இராமேஸ்வரம் காசி நடைப் பயணம் / ""பொற்கிழிக் கவிஞர்"" ""காசிஸ்ரீ"" அரு. சோமசுந்தரன். Irāmēsvaram kāci naṭaip payaṇam / ""por̲kil̲ik kaviñar"" ""kācisrī"" Aru. Cōmacuntaran̲. ","சோமசுந்தரன், அரு.|Cōmacuntaran̲, Aru.",Tamil,,"**Embark on a spiritual journey from Rameswaram to Kashi with this captivating travelogue.** 
","இராமேஸ்வரத்திலிருந்து காசி வரை,  சோமசுந்தரனுடன்  ஒரு ஆன்மீகப் பயணத்தை மேற்கொள்ளுங்கள்.
"
3252e7fb-be94-404f-be0e-1f5654de1487,"சக்தி களஞ்சியம் / தொகுப்பாசிரியர்கலள், வ. விஜயபாஸ்கரன், வை. கோ. அழகப்பன். Cakti kaḷañciyam / tokuppāciriyarkalaḷ, Va. Vijayapāskaran̲, Vai. Kō. Al̲akappan̲. ",,Tamil,,"Unlock the power within! Dive into ""சக்தி களஞ்சியம்"" and discover your potential. 
","சக்தி களஞ்சியத்தின் அறிவுப் பெட்டகத்தைத் திறந்து, தமிழின் வளம் கண்டு வியப்படைவீர்!
"
a3732604-7206-4b06-a2ab-929214449c98,எம். ஜி. சுரேஷ் நாவல்களில் பின்நவீனத்துவப் பார்வை / மு. சர்மிளாதேவி. Em. Ji. Curēṣ nāvalkaḷil pin̲navīn̲attuvap pārvai / Mu. Carmiḷātēvi. ,"சர்மிளாதேவி, மு.|Carmiḷātēvi, Mu.",Tamil,,"Dive into the postmodern world of M.G. Suresh's novels with this insightful analysis by Mu. Carmilatevi! 
",எம்.ஜி. சுரேஷின் நாவல்களில் மறைந்திருக்கும் பின்நவீனத்துவத்தை  சர்மிளாதேவியின் பார்வையில்  கண்டறிய வா
07112400-5215-4145-8974-765d8e9b10cd,"தமிழ் நாடகம் : நேற்றும் இன்றும் / பதிப்பாசிரியர், கு. பகவதி. Tamil̲ nāṭakam : nēr̲r̲um in̲r̲um / patippāciriyar, Ku. Pakavati. ",,Tamil,,"Journey through the captivating evolution of Tamil theatre, from past to present, with ""Tamil Natakam: Netrum Indrum"". 
","தமிழ் நாடகத்தின் நேற்றும் இன்றும் பற்றிய ஒரு பயணத்தில் எங்களை இணைந்திடுங்கள்.
"
335ec1d1-3f11-4d35-a2bf-42b052395303,பால்விதி / அப்துல் ரகுமான். Pālvīti / Aptul Rakumān̲. ,"அப்துல் ரகுமான், 1937-|Aptul Rakumān̲, 1937-",Tamil,,"Journey through the cosmos with ""Paalvithi,"" a Tamil novel by Abdul Rahman, and explore the mysteries of the Milky Way. 
","பால்விதி -  வாழ்வின் புதிர்களை அவிழ்க்கும் ஒரு பயணம்.
"
8091eaa4-1227-4155-a666-8ddd6940b266,நீயும் ஏன் சாதிக்கக் கூடாது? : சாதனைக்கு ஆக்கபூர்வமான வழி / ஜான் டி. மர்பி ; தமிழாக்கம்: என். ரமணி. Nīyum ēn̲ cātikkak kūṭātu? : cātan̲aikku ākkapūrvamān̲a val̲i / Jān̲ Ṭi. Marpi ; Tamil̲ākkam: En̲. Ramaṇi. ,"மர்பி, ஜான் டி.|Murphy, John D.",Tamil,,"உனக்குள்ளும் ஒரு சாதிக்கிற ஆளு இருக்காருன்னு உனக்குத் தெரியுமா? இந்தப் புத்தகம் கண்டுபிடிக்க உதவும்! 
","சாதிக்கணும்னு நினைக்கிறியா?  உன் வெற்றிக்கு வழிகாட்டும் ""நீயும் ஏன் சாதிக்கக் கூடாது?"" இப்பவே கடன் வா"
3cac143c-c314-41e1-ad40-1111bf4531c4,வர்ம ஒடிமுறிவு சர சூத்திரம் - 1500 : மருத்துவச் சுவடிப் பதிப்பு நூல் / முனைவர் தே. க. ஜேம்ஸ். Varma oṭimur̲ivu cara cūttiram - 1500 : maruttuvac cuvaṭip patippu nūl / Mun̲aivar Tē. Ka. Jēms. ,"ஜேம்ஸ், தே. க.|Jēms, Tē. Ka.",Tamil,,"Unlock the ancient secrets of Tamil martial medicine with ""Varma Otimurivu Cara Cutiram"" - a fascinating 16th-century text! 
",1500 ஆண்டுகளுக்கு முந்தைய மருத்துவ ரகசியங்களை  வர்ம ஒடிமுறிவு சர சூத்திரம் - 1500  மூலம் கண்டற
3cd87b58-fa3f-4421-9919-adc63e61e8da,மொகலாயர் வரலாறு = History of the Moghals / டாக்டர் A. சுவாமிநாதன். Mokalāyar varalār̲u = History of the Moghals / Ṭākṭar A. Cuvāminātan̲. ,"சுவாமிநாதன், A.|Cuvāminātan̲, A.",Tamil,,"Dive into the captivating world of the Mughal Empire with ""History of the Moghals"" by Dr. A. Swaminathan. 
","முகலாயர்களின் வம்புகளை ஆராய டாக்டர் A. சுவாமிநாதனின் ""மொகலாயர் வரலாறு"" புத்தகத்தை இன்றே கடன் வாங்கு"
a54210b9-1761-45e3-b00c-8f9a1d4c662c,புதுச்சேரி மாநிலக் கல்வெட்டுக்கள் = Pondicherry inscriptions : part 1 / compiled by Bahour S. Kuppusamy ; edited by G. Vijayavenugopal. Putuccēri mānilak kalveṭṭukkaḷ = Pondicherry inscriptions : part 1 / compiled by Bahour S. Kuppusamy ; edited by G. Vijayavenugopal. ,,Tamil|English|French,,"Uncover the mysteries of Pondicherry's past! Dive into ""Pondicherry Inscriptions"" and explore ancient Tamil, English, and French texts. 
","Uncover the secrets of Pondicherry's past etched in stone – explore its inscriptions in Tamil, English, and French.
"
186dfcc5-c999-4eb1-9edf-02372f791f05,"தங்க விதிகள் = Napoleon Hill's golden rules / நெப்போலியன் ஹில் ; தமிழில், உதயகுமார். Taṅka vitikaḷ = Napoleon Hill's golden rules / Neppōliyan̲ Hil ; Tamil̲il, Utayakumār. ","Hill, Napoleon, 1883-1970.",Tamil|English,,"Unlock your potential with Napoleon Hill's timeless wisdom! Borrow ""Golden Rules"" and discover the secrets to success in English and Tamil. 
","Unlock Napoleon Hill's Golden Rules (தங்க விதிகள்) in Tamil and English and pave your path to success.
"
5d181d25-2718-40ae-b765-536c3f3d1d1d,விதவிதமான டிபன் வகைகள் தயாரிப்பது எப்படி? / ஆர். மீனாட்சி அம்மாள். Vitavitamān̲a ṭipan̲ vakaikaḷ tayārippatu eppaṭi? / Ār. Mīn̲āṭci Ammāḷ. ,"மீனாட்சி அம்மாள், ஆர்.|Mīn̲āṭci Ammāḷ, Ār.",Tamil,,"Craving delicious South Indian breakfast? Discover tasty recipes in ""விதவிதமான டிபன் வகைகள் தயாரிப்பது எப்படி?"" 
","விதவிதமான டிபன் வகைகள் செய்ய ஆசையா? இந்த புத்தகத்தை இரவல் வாங்கி சமையல் குறிப்புகளை கண்டுபிடியுங்கள்!
"
6fba1cab-eaf2-43d0-863b-fb53a7267674,என் ஜன்னலுக்கு வெளியே --/ மாலன். En̲ jan̲n̲alukku veḷiyē-- / Mālan̲. ,"மாலன், 1950-|Mālan̲, 1950-",Tamil,Articles chiefly on 21st century political issues in Tamil Nadu; includes articles on 20th century Tamil literature. ,"Explore 21st-century Tamil Nadu politics and dive into classic 20th-century literature – all through the insightful lens of ""En̲ jan̲n̲alukku veḷiyē."" 
",இருபத்தியோராம் நூற்றாண்டு தமிழக அரசியல் மற்றும் இருபதாம் நூற்றாண்டு தமிழ் இலக்கியம் பற்றிய கட்டுரைகளை  'என் ஜன்ன
9eca9ff0-8b05-49a9-bc03-2df5b1b7c500,தமிழன்பன் படைப்புகள் : நடையியல் ஆய்வு / முருகன். Tamil̲an̲pan̲ paṭaippukaḷ : naṭaiyiyal āyvu / Murukan̲. ,"முருகன், 1975-|Murukan̲, 1975-",Tamil,,"Dive into the fascinating world of Tamil literature! Explore the works of Murugan (b. 1975) in this insightful study. 
","முருகனின் தமிழன்பன் படைப்புகளை ஆய்வு செய்யும் இந்த நூலில், நடையியல் உலகை ஆழமாகக் கண்டறிய வாருங்கள்.
"
8b5aff4f-f355-44a4-b93b-e5a3bb1349e4,தலைவர்களின் தலைவர் : ஜவஹர்லால் நேரு / ஆர்.சி. சம்பத். Talaivarkaḷin̲ talaivar : Javaharlāl Nēru / Ār.Ci. Campat. ,"சம்பத், ஆர். சி.|Campat, Ār. Ci.",Tamil,,"Dive into the life & legacy of Jawaharlal Nehru, a leader among leaders, with R.C. Sampath's insightful biography. 
","தலைவர்களின் தலைவர் நேருவின் வாழ்க்கையைத் தமிழில் அறிந்து கொள்ள இந்தப் புத்தகத்தை இன்றே கடன் வாங்குங்கள்.
"
4f6232c3-e096-4798-b901-d8c3e92e2cbd,ஈழத்துத் தமிழ் உரைமரபு [manuscript] : தமிழ் இலக்கியங்களுக்கு ஈழத்து அறிஞர்கள் எழுதிய உரைகள் பற்றிய நுண்ணாய்வு / எஸ். சிவலிங்கராஜா. Īl̲attut Tamil̲ uraimarapu [manuscript] : Tamil̲ ilakkiyaṅkaḷukku Īl̲attu ar̲iñarkaḷ el̲utiya uraikaḷ par̲r̲iya nuṇṇāyvu / Es. Civaliṅkarājā. ,"சிவலிங்கராஜா, எஸ்.|Civaliṅkarājā, Es.",Tamil,,"Dive into the rich world of Tamil literature! Discover how Sri Lankan scholars have shaped its interpretation in this insightful analysis. 
","ஈழத்து அறிஞர்களின் தமிழ் இலக்கிய உரை விளக்கங்களின் ஆழத்தை அறிய, இந்த நூலை வாசித்துப் பயன் பெறுங்கள்.
"
689c80e2-737d-4397-9c41-645fc724d160,உங்களுக்குள் ஒரு மருத்துவர் = Holistic health psychology / பேராசிரியர் டாக்டர் ர. காதர் இபுறாஹீம். Uṅkaḷukkuḷ oru maruttuvar = Holistic health psychology / Pērāciriyar ṭākṭar Ra. Kātar Ipur̲āhīm. ,"காதர் இபுறாஹீம், ர.|Kātar Ipur̲āhīm, Ra.",Tamil,,"Unlock your inner doctor with ""Holistic Health Psychology"" by Dr. R. Kadar Ibrahim.  
","உங்கள் உடல்நலத்தின் ரகசியத்தை அறிய, உங்களுக்குள் ஒரு மருத்துவரைத் தேடுங்கள்!
"
f86f4837-9e38-408d-864b-e0ca057ddfa8,பப்பாளி சாட்சி சொன்னது  / கனகா இராமசாமி. Pappāḷi cāṭci con̲n̲atu  / Kan̲akā Irāmacāmi. ,கனகா இராமசாமி.|Kan̲akā Irāmacāmi.,Tamil,,"A papaya holds the key to the truth! Unravel the mystery in Kanaka Iramacami's ""பப்பாளி சாட்சி சொன்னது"". 
",பப்பாளி சாட்சி சொன்னது -  என்ன மர்மத்தை வெளிப்படுத்தும் இந்தப் பப்பாளி? கனகா இராமசாமியின் புத்தகத்தை இன்று படியு
cb18a59c-d1d2-428b-b2df-e6441fcaf42a,Nalam kākka vāṅka vāl̲alām. 2 / Ku. Civarāman̲. ,"Civarāman̲, Ku.",Tamil,,"Dive into the captivating world of ""Nalam Kaakka Vaanka Vaalalam"" by Ku. Civaraman - a Tamil literary gem you won't want to put down! 
","நாலம் காக்க வாங்க வாழலாம் 2 -  சிவராமன் எழுதிய வாழ்க்கையை நேசிக்க வைக்கும் அடுத்த அத்தியாயம்.
"
f9a196e4-802c-480b-83ac-ab99577ee586,"தஞ்சாவூர் மாவட்டத்தில் பயன்படுத்தப்படும் மூலிகைகள். பகுதி1 : ஓர் ஆய்வு / தொகுப்பாசிரியர்கள், ஜ. சாதிக், பொ. சுரேந்திரகுமார். Tañcāvūr māvaṭṭattil payan̲paṭuttappaṭum mūlikaikaḷ. Pakuti1 : ōr āyvu / tokuppāciriyarkaḷ, Ja. Cātik, Po. Curēntirakumār. ",,Tamil,,"Discover the healing power of nature! Explore traditional herbal remedies used in Thanjavur in this fascinating study. 
","தஞ்சாவூர் மாவட்டத்தின் மூலிகைச் செல்வங்களை ஆராயத் தயாரா?  இந்தப் புத்தகத்தை இப்போதே கையில் எடுங்கள்!
"
5ae21749-aa4e-4d18-9857-9a0b41253cc2,வேடிக்கை மனிதர்கள் / வெ. இறையன்பு. Vēṭikkai man̲itarkaḷ / Ve. Ir̲aiyan̲pu. ,"இறையன்பு, வெ., 1963-|Ir̲aiyan̲pu, Ve., 1963-",Tamil,,"Dive into the world of ""Vetikkai Manidhargal"" by Ve. Iraiyanpu and explore the fascinating lives of intriguing characters! 
","வேடிக்கை மனிதர்களின் உலகில் ஒரு அற்புதமான பயணத்திற்கு தயாராகுங்கள்!
"
65dec8c1-d812-4383-9902-cadb58fdc950,தொல்காப்பியச் சண்முக விருத்தியின் முதலாவது பகுதியாகிய பாயிர விருத்தி / அரசஞ் சண்முகனார். Tolkāppiyac caṇmuka viruttiyin̲ mutalāvatu pakutiyākiya pāyira virutti / Aracañ Caṇmukan̲ār. ,அரசஞ்சண்முகனார். 1868-1915.|Aracañcaṇmukan̲ār. 1868-1915.,Tamil,,"Dive into ancient Tamil grammar with ""Tolkappiyac Canmuka Viruttiyin Mutalavatu Pakutiyakiya Payira Virutti,"" a classic commentary by Aracancanmukanar. 
",தொல்காப்பியத்தின் மீது ஆழ்ந்த ஆய்வு செய்ய விரும்புகிறீர்களா? அப்படியென்றால் அரசஞ்சண்முகனாரின் பாயிர விரு
6080059e-9aac-4f62-ac5a-903667c4ec7d,அர்த்தமுள்ள ஹோமங்கள் / சுப்ரமணிய சாஸ்திரிகள். Arttamuḷḷa hōmaṅkaḷ / Cupramaṇiya Cāstirikaḷ. ,சுப்ரமணிய சாஸ்திரிகள்.|Cupramaṇiya Cāstirikaḷ.,Tamil,,"Unlock the secrets and meaning behind ancient rituals with ""Arttamulla Homangal."" 
",அர்த்தமுள்ள ஹோமங்களின் மர்மங்களை  சுப்ரமணிய சாஸ்திரிகள் உடன்  கண்டறிய  இந்தப் புத்தகத்தை இன்று வாசிக்கத்
4f7e787f-5530-44fa-a272-c5b325ab2d56,புதுவிதமான சாதங்களும் பொருத்தமான சைடு டிஷ்களும் / சசிமதன். Putuvitamān̲a cātaṅkaḷum poruttamān̲a caiṭu ṭiṣkaḷum / Cacimatan̲. ,சசி மதன்.|Caci Matan̲.,Tamil,,"Spice up your meals! Discover exciting new chutneys and perfect side dishes with ""Putuvitamana Chatangalum..."" by Sasi Madan. 
","புதுவிதமான சாதங்களும் பொருத்தமான சைடு டிஷ்களும் - சமையல் உலகில் ஒரு புதிய பயணம் தொடங்க!
"
e7ec5aad-83d9-492f-8194-0dea125ac841,மலையகத் தமிழ்ச் சஞ்சிகைகள் / இரா. சர்மிளாதேவி. Malaiyakat tamil̲c cañcikaikaḷ / Irā. Carmiḷātēvi. ,"சர்மிளாதேவி, இரா.|Carmiḷātēvi, Irā.",Tamil,Study on Tamil journals published in Upcountry Sri Lanka. ,"Dive into the world of Upcountry Sri Lankan Tamil literature! 📚 
","இலங்கை மலையகத்தின் தமிழ் இதழியல் வரலாற்றை அறிய, சர்மிளாதேவியின் ""மலையகத் தமிழ்ச் சஞ்சிகைகள்"""
2d1a199f-26bf-4ede-9a96-92356eef0ed7,நிலவிலிருந்து வந்தவன் / அப்துல் ரகுமான். Nilaviliruntu vantavan̲ / Aptul Rakumān̲. ,"அப்துல் ரகுமான், 1937-|Aptul Rakumān̲, 1937-",Tamil,,"A man from the moon? Dive into Abdul Rahman's ""Nilaviliruntu vantavan"" to uncover the mystery. 
","நிலவிலிருந்து வந்தவன் - ஒரு விறுவிறுப்பான சாகசக் கதைக்கான பயணத்தைத் தொடங்குங்கள்.
"
48e88451-1725-462e-9428-05e33ba839e0,சுராவின் தேசத் தலைவர்கள் / உ. நரசிம்மன். Curāvin̲ tēcat talaivarkaḷ / U. Naracimman̲. ,"நரசிம்மன், உ.|Naracimman̲, U.",Tamil,,"Journey through Cura's history with ""Curavin Tecat Talaivarkal"" and meet the leaders who shaped its destiny! 
","சுராவின் தேசத் தலைவர்களைச் சந்திக்கத் தயாரா? உ. நரசிம்மன் எழுதிய இந்தப் புத்தகத்தை இன்று படியுங்கள்!
"
d0459369-ab0a-4a5d-a698-10322d47443b,இலங்கை = Sri Lanka / அரு. சோமசுந்தரன். Ilaṅkai = Sri Lanka / Aru. Cōmacuntaran̲. ,"சோமசுந்தரன், அரு.|Cōmacuntaran̲, Aru.",Tamil,,"Discover the captivating story of Sri Lanka in Aru. Somasundaram's insightful book. 
","இலங்கையின் கதையைத் தமிழில் அனுபவியுங்கள்!
"
a08392b6-ae5b-4ac1-8ac8-56eabe4bd7c4,"மணிமேகலை : மூலமும் உரையும் / உரையாசிரியர், வ.த. இராமசுப்பிரமணியம். Maṇimēkalai : mūlamum uraiyum / uraiyāciriyar, Va.Ta. Irāmacuppiramaṇiyam. ","இராமசுப்பிரமணியம், வ. த.|Irāmacuppiramaṇiyam, Va. Ta.",Tamil,,"Dive into the world of ancient Tamil epics with this accessible edition of Manimekalai, complete with insightful commentary. 
","மணிமேகலை:  காதல், துறவு, அறம் -  இக்காவியக் கலவையை இராமசுப்பிரமணியத்தின் உரை வழியாகச் சுவை"
4e42e719-9d7b-4bd6-af4c-03361464890e,"Xin tai : cheng gong de ren jiu shi he ni bu yi yang / [zuo zhe, An Kaili]. 心态 : 成功的人就是和你不一样 / [作者, 安凯莉]. ","An, Kaili.|安凯莉.",Chinese,,"Unlock the secrets to success: ""Xin tai"" reveals how different thinking can change your life. 
","心态：成功之路，始于不一样的思维方式。
"
e2bf21b0-6753-4386-b256-486fe1e24b83,Shanghai zen mo dai a? / Mi Lan zhu ; Addy cha hua. 上海怎么待啊? / 米兰著 ; Addy插画. ,"Mi, Lan.|米兰.",Chinese,,"Craving adventure in the bustling heart of China? Discover how to navigate Shanghai's vibrant energy in ""Shanghai zen mo dai a?"". 
","上海生存指南？一起来看看米兰的《上海怎么待啊？》吧！
"
161c9388-c6bd-4536-9c32-a866782c1589,"Re nao de gang kou / zuo zhe, Nuobeite Geluhe ; hui tu, He'ermute Kelasi ; yi zhe, Hou Suqin. 热闹的港口 / 作者, 诺贝特•戈卢赫 ; 绘图, 赫尔穆特•科拉斯 ; 译者, 侯素琴. ","Golluch, Norbert.|戈卢赫, 诺贝特.",Chinese,,"Dive into the bustling world of ""Re nao de gang kou"" and experience the vibrant energy of a Chinese port through captivating illustrations. 
","热闹的港口，等你来探索！
"
cb0f0d95-9f07-476d-932a-b4fa8570a038,"Jing dian zhong xiao gu shi / [wen zi bian ji, Lin Shuping ... [et al.]]. 经典忠孝故事 / [文字编辑, 林书屏 ... [et al.]]. ",,Chinese,,"**Discover timeless tales of loyalty and filial piety in *Jing dian zhong xiao gu shi*, a captivating collection of classic Chinese stories.** 
","经典故事，忠孝传承，等你来品读！
"
1a91a4d5-1156-413e-ab81-7a14e68a3b23,shen jia hua yuan zhi mi / Wei bin hai zhu ; [dai xiao ming cha tu]. 沈家花园之迷 / 魏滨海著 ; [戴晓明插图]. ,"Wei, Bin Hai.|魏滨海.",Chinese,,"Unravel the mysteries of the Shen family garden in this captivating Chinese thriller. 
","揭开沈家花园神秘面纱，魏滨海带你走进一个充满悬念的迷人故事。
"
a0f6f855-fd95-4681-9f68-a6f723a43aef,Dong wu / [Hejia bian zhu]. 动物 / [禾稼编著]. ,Hejia.|禾稼.,Chinese,,"**Dive into the fascinating world of 动物 and explore the wonders of the animal kingdom. By Hejia.** 
","探索动物世界奥秘，开启一段奇妙之旅！
"
51fb50ce-8ba2-49a8-b767-9d5abe0057c2,He de du bai / Cheng jun shi xuan. 河的独白 / 成君诗选. ,"Cheng, Jun, 1951-|成君, 1951-",Chinese,,"Dive into the lyrical world of ""He de du bai,"" a captivating collection of Chinese poetry by Cheng Jun, exploring themes of life and reflection. 
","感受成君的诗意世界，聆听《河的独白》，探索内心深处的共鸣。
"
521364d0-523f-4368-8fef-0eceb7951103,"Xi yang ren sheng yu xing : Yu lao nian peng you tan xing jian kang / Zhu bian, long ling. 夕阳人生与性 : 与老年朋友谈性健康 / 主编, 龙菱. ",,Chinese,,"**Curious about healthy aging and relationships? This book sparks conversations about senior life and well-being.** 
","夕阳无限好，性健康亦重要，翻开这本书，一起探讨老年生活新篇章。
"
e06b0711-113e-49c6-98e7-86c13a7ffd42,Hou hei jiao zhu Du Yuesheng / Sima Lieren zhu. 厚黑教主杜月笙 / 司马烈人著. ,Sima Lieren.|司马烈人.,Chinese,,"Uncover the secrets of power and influence in 20th-century Shanghai with the captivating story of ""Du Yuesheng, Master of Strategy."" 
","揭秘杜月笙的厚黑之道，司马烈人带你走进上海滩风云变幻的权力世界。
"
213bc947-d76b-465a-8e13-c135a28756af,"Tang guo wu / yuan zhu, Gelin xiong di ; yi xie, Yi Ran ; hui hua, Zhou Xue. 糖果屋 / 原著, 格林兄弟 ; 译写, 漪然 ; 绘画, 周雪. ","Yi, Ran.|漪然.",Chinese,,"**Rediscover the dark magic of Grimm's fairy tales in this beautifully illustrated Chinese edition of Hansel and Gretel.** 
","迷失糖果屋，你会找到回家的路吗？(Can you find your way home if lost in the Candy House?)
"
c7c9b7d8-62e4-4ae4-b895-9d351d92542e,You gou yu shi zui Xianggang / You gou yu shi bian xie zu bian zhu. 游购娱食最香港 / 游购娱食编写组编著. ,,Chinese,,"Dive into the vibrant heart of Hong Kong with ""You gou yu shi zui Xianggang"" – your ultimate guide to shopping, dining, and unforgettable experiences! 
","体验香港地道魅力，从游购娱食开始！
"
b4a37191-c6f5-4bfd-a932-9eef81b28706,"Yandang Shan = Yandang Mountain / [zhu bian, Zhang Guoqian, Zhang Huawu ; she ying, Zhang Houquan deng]. 雁荡山 = Yandang Mountain / [主编, 张国谦, 张华吾 ; 摄影, 张侯权等]. ",,Chinese|English,,"**Explore the majestic beauty of China's Yandang Mountain through stunning photography and bilingual descriptions.** 
","Explore the breathtaking beauty of Yandang Mountain through stunning photography and bilingual descriptions – a journey for the eyes and mind.
"
96364f42-1ac6-4a8d-ab4b-f68c325c2ffe,Nan zhuang nü die : yi ge zhen shi de Chuandao Fangzi / You Zi bian zhu. 男装女谍 : 一个真实的川岛芳子 / 友子编著. ,"You, Zi.|友子.",Chinese,,"Unmask the thrilling true story of Kawashima Yoshiko, the cross-dressing spy who captivated a nation. 
","揭开川岛芳子神秘面纱，一个女谍的真实故事等你探索！
"
bfaa6ad4-dbc5-430b-a621-1316752de4c1,3-6 sui qin zi jiao xue you xi / Qu Mujie zhu bian. 3-6岁亲子教学游戏 / 区慕洁主编. ,,Chinese,,"Unlock the power of play! This book offers fun, educational activities for kids aged 3-6.  
","想和孩子一起快乐学习，共同成长吗？3-6岁亲子教学游戏，开启寓教于乐的亲子时光！
"
74e59651-db7c-402a-964b-655ab87da801,"Qi huan kong long gong yuan  : gu sheng dai de shi jie / bian hui, Pan Zhihui. 奇幻恐龙公园 : 古生代的世界 / 编绘, 潘志辉. ",,Chinese,,"Journey to a fantastical prehistoric world in ""Qi huan kong long gong yuan,"" where dinosaurs still roam.  
","踏入奇幻恐龙公园，回到古生代，探索史前世界的奥秘！
"
5ff793d2-1e79-4a13-b416-ac1bb077e58b,Bing qi shi zu / Sun wei tao...[deng] bian zhu. 兵器始祖 / 孙维韬...[等]编著. ,"Sun, Wei Tao.|孙维韬.",Chinese,,"Unleash the power of ancient warfare! Explore the fascinating origins of weaponry in ""兵器始祖"" (Bing qi shi zu) by Sun Wei Tao. 
","探索兵器起源的奥秘，揭开古代战争的神秘面纱——《兵器始祖》等你来读！
"
d914d46e-6f45-4e7f-ae87-223e94575664,"33 duo mei li de qi ji = Small miracles / zuo zhe, Yedi Hangbositan, Zhudisi Liwenfo ; yi zhe, Zhu Yi. 33朵美丽的奇迹 = Small miracles / 作者, 叶蒂。杭伯斯坦、茱蒂斯。李文佛 ; 译者, 朱衣. ","Mandelbaum, Yitta Halberstam.",Chinese|English,,"Discover 33 inspiring stories of hope and resilience in ""Small Miracles,"" a bilingual journey of extraordinary events. 
","Experience 33 small miracles in two languages – a beautiful journey in both English and Chinese awaits.
"
de39b07b-44dd-4f60-8969-612fa897f9f5,Zhong gong li shi de jian zheng : Sima Lu hui yi lu / Sima Lu zhu. 中共历史的见证 : 司马璐回忆录 / 司马璐著. ,"Sima, Lu, 1919-|司马璐, 1919-",Chinese,,"**A firsthand account of Chinese Communist history - Witness the revolution through Sima Lu's eyes!** 
","一段中国共产党历史的 insider 视角，司马璐的回忆录等你来探索。
"
7f60c059-8df6-4a44-878a-3e2f4ebd5cfb,"Hong bi zi de xiao lu / [bian hui, Hua tong ka tong]. 红鼻子的小鹿 / [编绘, 画童卡通]. ",,Chinese,,"Curious about the tale of ""Hong bi zi de xiao lu"" (Red-Nosed Deer)?  Dive into this Chinese language story and uncover its secrets. 
","踏上奇幻旅程，和小红鼻子鹿一起探索奇妙世界！ (Embark on a fantastical journey and explore a wondrous world with the little red-nosed deer!)
"
0ab035c5-9b92-4e83-8ea3-8073c5c9b10e,The yellow river cantata  [sound recording] / words by Kiang Weijan ; music by Hsien Hsinghai ; performed by the Central Philharmonic Society ; recitation Wong Tingying;conductor Yen Liang Kun. ,"Hsien, Hsinghai.",Chinese,,"Experience the power of China's Yellow River through the soaring music of Hsien Hsinghai's iconic cantata.  
","黄河咆哮，星海浩瀚，且听中央爱乐倾情演绎《黄河大合唱》！
"
cb67ef89-9c05-4576-91ea-9c6612ae1b5f,Yu ren de shi ji / Xing Ying zhu. 愚人的世纪 / 杏影著. ,"Xing, Ying, 1912-1967.|杏影, 1912-1967.",Chinese,,"Dive into a century of folly with Xing Ying's ""Yu ren de shi ji"" – a captivating read in Chinese that will leave you pondering. 
","踏入愚人的世纪，杏影带你一窥荒诞人生。
"
d48e7604-ff9b-4d7f-a90c-ba2b75bb40e1,Qian mu yin xiang / Li zhen sheng bian. 钱穆印象 / 李振声编. ,,Chinese,,"Dive into the legacy of historian Qian Mu with ""Qian mu yin xiang"" - a collection of impressions that unveils the man behind the scholarship.  
","探寻钱穆先生的思想世界，开启一段中国文化之旅。(Explore the intellectual world of Mr. Qian Mu and embark on a journey through Chinese culture.)
"
820dbe48-1936-4037-9e52-73d5e5524483,Kuai su xue hui shuo Guangdong hua. Dan zi pian / He Jiawen bian zhu. 快速学会说广东话. 单字篇 / 何嘉文编著. ,"He, Jiawen.|何嘉文.",Chinese,,"Want to unlock the secrets of Cantonese? Dive into ""Kuai su xue hui shuo Guangdong hua"" and start speaking like a local! 
","快速掌握粤语，就从这本《快速学会说广东话》开始！
"
dadff58d-8a00-4772-bad8-c6f3063e191c,Xi you ji ren wu hua zhuan / Liu Huaiyu zhu. 西游记人物画传 / 刘怀玉著. ,"Liu, Huaiyu.|刘怀玉.",Chinese,,"Journey to the West like you've never seen it before! Explore captivating illustrations of your favorite characters in this unique take on the classic tale. 
","重温西游经典，以全新视角解读人物传奇，开启你的冒险之旅！
"
