UUID,Title,Author,Language,Description,AI Result
7f60c059-8df6-4a44-878a-3e2f4ebd5cfb,"Hong bi zi de xiao lu / [bian hui, Hua tong ka tong]. 红鼻子的小鹿 / [编绘, 画童卡通]. ",,Chinese,,"Curious about the tale of ""Hong bi zi de xiao lu"" (Red-Nosed Deer)?  Dive into this Chinese language story and uncover its secrets. 
"
0ab035c5-9b92-4e83-8ea3-8073c5c9b10e,The yellow river cantata  [sound recording] / words by Kiang Weijan ; music by Hsien Hsinghai ; performed by the Central Philharmonic Society ; recitation Wong Tingying;conductor Yen Liang Kun. ,"Hsien, Hsinghai.",Chinese,,"Experience the power of China's Yellow River through the soaring music of Hsien Hsinghai's iconic cantata.  
"
cb67ef89-9c05-4576-91ea-9c6612ae1b5f,Yu ren de shi ji / Xing Ying zhu. 愚人的世纪 / 杏影著. ,"Xing, Ying, 1912-1967.|杏影, 1912-1967.",Chinese,,"Dive into a century of folly with Xing Ying's ""Yu ren de shi ji"" – a captivating read in Chinese that will leave you pondering. 
"
d48e7604-ff9b-4d7f-a90c-ba2b75bb40e1,Qian mu yin xiang / Li zhen sheng bian. 钱穆印象 / 李振声编. ,,Chinese,,"Dive into the legacy of historian Qian Mu with ""Qian mu yin xiang"" - a collection of impressions that unveils the man behind the scholarship.  
"
820dbe48-1936-4037-9e52-73d5e5524483,Kuai su xue hui shuo Guangdong hua. Dan zi pian / He Jiawen bian zhu. 快速学会说广东话. 单字篇 / 何嘉文编著. ,"He, Jiawen.|何嘉文.",Chinese,,"Want to unlock the secrets of Cantonese? Dive into ""Kuai su xue hui shuo Guangdong hua"" and start speaking like a local! 
"
dadff58d-8a00-4772-bad8-c6f3063e191c,Xi you ji ren wu hua zhuan / Liu Huaiyu zhu. 西游记人物画传 / 刘怀玉著. ,"Liu, Huaiyu.|刘怀玉.",Chinese,,"Journey to the West like you've never seen it before! Explore captivating illustrations of your favorite characters in this unique take on the classic tale. 
"
abe0981b-454b-4a40-99ad-cf82fc0b73f4,"Shi jian guan li / [Bian zhu zhe], Tim Hindle ; [zhong wen ban yi zhe, lin feng sheng]. 时间管理 / [编著者], Tim Hindle ; [中文版译者, 林凤生]. ","Hindle, Tim.",Chinese|English,,"**Master your time, master your life.** Discover practical time management tips in this insightful guide. 
"
84e48bb6-04e5-4894-9158-663a6731e933,Da bei ke. 大贝壳. ,,Chinese,,"Dive into a captivating Chinese tale with ""Da bei ke"" – what secrets lie within the giant shell? 
"
c7be6256-1b60-442f-a2f1-b4b765350394,"Fen xi Makesi zhu yi xin lun / Luobote Wei'er, Kai Nier en zhu ; Lu Kejian, Wang Laijin, Yang Jiedeng yi. 分析马克思主义新论 / 罗伯特•韦尔, 凯•尼尔森著 ; 鲁克俭, 王来金, 杨洁等译. ","Weir, Robert.|韦尔, 罗伯特.",Chinese,,"**Dive into the evolution of Marxist thought with ""Analyzing New Trends in Marxism""!** 
"
f700afa8-7027-4db7-92ff-3115ba51f624,Lun hui / Yang zi qiao zhu. 轮回 / 羊子乔著. ,"Yang, Zi Qiao.|羊子乔.",Chinese,,"Dare to face your destiny? ""Lun hui"" by Yang Zi Qiao plunges you into a world of reincarnation and unraveling mysteries. 
"
af1e8dac-b76c-404d-9a51-46a0eb013183,"Re / Hui tu, ke bin ; bian zhe, hong quan. 热 / 绘图, 克宾 ; 编者, 洪全. ",,Chinese,,"**Feel the heat!**  Dive into a world of passion and intrigue with ""Re"" - borrow it now and unravel the mystery. 
"
690af287-efbc-4a62-bdeb-f8133b15ddef,Wai guo ming ren xiao gu shi. 外国名人小故事. ,,Chinese,,"**Uncover the inspiring tales of international icons in ""Wai guo ming ren xiao gu shi"" – their journeys await.** 
"
5ebc5912-6954-4c44-a8a2-1ac2eac883b5,Qing shao nian ke wai du wu bao ku. Cheng yu gu shi xuan du / Zou hui lin zhu bian. 青少年课外读物宝库. 成语故事选读 / 邹辉琳主编. ,,Chinese,,"Dive into the fascinating world of Chinese idioms and their captivating stories with this curated collection! 
"
de82cf44-d762-4afe-95c3-bd2af43b0979,Jing ji zheng ce. 经济政策. ,"Li, Xi Cheng.|李皙成.",Chinese,,"Dive into China's economic landscape! Explore the policies shaping the future with ""Jing ji zheng ce"" by Li Xi Cheng. 
"
d1e558d8-1f83-444a-967d-4b626a9974e4,Da ren wu de xiao gu shi / Zhou zeng xiang yi ji. 大人物的小故事 / 周增祥译辑. ,,Chinese,,"Discover the untold stories of influential figures in ""Da ren wu de xiao gu shi"" - bite-sized tales of greatness waiting to be explored. 
"
e1a0fb06-0113-4b48-b7ed-bfe1cf7afeeb,Bai bian Qiao ke li / Gelin & Bulaike gong si zhu ; Han Jiaxiang yi. 百变巧克力 / 格林&布莱克公司著 ; 韩甲祥译. ,,Chinese,,"Indulge your senses! ""Bai bian Qiao ke li"" - Dive into a world of chocolatey transformations. 
"
55b0220b-5451-41c6-8459-1ce65e575d2f,Ren jian qing shi / Guan li jia zhu. 人间情事 / 官丽嘉著. ,"Guan, Li Jia.|官丽嘉.",Chinese,,"**Dive into the captivating world of human relationships and experience the raw emotions of life in ""Ren Jian Qing Shi"".** 
"
1ac8995e-5022-4d12-a7e9-6b5703d49e2e,Hu li he tian luo. 狐狸和田螺. ,,Chinese,,"Unravel the mystery of the ""Fox and the Snail"" in this captivating Chinese tale. 
"
8b252221-8411-42dd-8f4c-086865df7eec,Dong li mao / Hu Xincheng bian hui. 懂礼貌 / 胡新成编绘. ,"Hu, Xincheng.|胡新成.",Chinese,,"**Learn the art of Chinese etiquette with ""Dong Li Mao"" and navigate social situations with grace and confidence.** 
"
98c9783c-232b-4eed-beaf-159168148da3,Miao sha fan nao : bie rang xiao shi hui liao ni de hao shi / Dawei Liboman zhu ; Lan Yi yi. 秒杀烦恼 : 别让小事毀了你的好事 / 大卫·李柏曼著 ; 兰奕译. ,"Lieberman, David J.|李柏曼, 大卫·J.",Chinese|English,,"**Don't sweat the small stuff! Learn to conquer daily frustrations and unlock your potential.** 
"
c1928237-31c3-4b9f-9a94-a8cd20708bc4,Sun zhong shan. 孙中山. ,"Sui, Ji.|岁纪.",Chinese,,"Dive into the life and legacy of Sun Yat-sen, a revolutionary leader who shaped modern China.  
"
29e16972-1ee1-4fa0-9e0b-8fcda9890d22,Zhong guo tuo de fa : yuan ze yu shi wu / Huang jun jie. 中国土地法 : 原则与实务 / 黄俊杰. ,"Huang, Jun Jie.|黄俊杰.",Chinese,,"**Unravel the complexities of Chinese land law with ""Zhong Guo Tuo De Fa"" - principles and practices explained!** 
"
087ad579-7f69-41ac-b101-7f0a0b63273e,Tian ya gong ming yue / Chen yan qiu zhu. 天涯共明月 / 陈艳秋著. ,"Chen, Yan Qiu.|陈艳秋.",Chinese,,"Escape to a world of shared destinies and captivating moonlight in ""Tian Ya Gong Ming Yue,"" a Chinese novel by Chen Yan Qiu. 
"
3bbc4237-c9b5-4f84-adb2-a8aeb89bf5fd,"Ru he zuo ge jie chu de nuu xing / [Zhu zuo zhe, jiang men wen wu chu ban you xian gong si bian ji bu]. 如何做个杰出的女性 / [著作者, 将门文物出版有限公司编辑部]. ",,Chinese,,"**Unlock your potential. Discover the secrets to becoming an exceptional woman.** 
"
53a9f407-570e-4ec2-84ae-8346ba22c90a,"Zhong guo gu dian chang pian xiao shuo xuan jiang / Xuan jiang zhe, zhong ming zhang [deng]. 中国古典长篇小说选讲 / 选讲者, 种明章[等]. ",,Chinese,,"Dive into the world of classic Chinese literature! This selection of long novels will transport you to ancient China. 
"
0d6014b2-0c94-4e64-9aad-6e3834b9998e,Lin xia feng yun : tian yuan shan shui shi pai jing pin shang xi / Zhang hai ming zhu. 林下风韵 : 田园山水诗派精品赏析 / 张海明著. ,"Zhang, Hai Ming.|张海明.",Chinese,,"Escape into the serene beauty of nature with ""Lin xia feng yun,"" a captivating exploration of Chinese landscape poetry.  
"
11fc8c43-82e2-4870-b178-d6ffb7df0abd,"Kai shi zai Han'guo zi zhu lü xing / zuo zhe, she ying, Chen Zhiping, Zheng Mingzai. 开始在韩国自助旅行 / 作者, 摄影, 陈芷萍, 郑明在. ","Chen, Zhiping.|陈芷萍.",Chinese,,"Dive into South Korea's hidden gems and vibrant cities! Explore on your own terms with this insider's guide to independent travel. 
"
e8c1c55e-015e-42dc-bd7c-5adbaa7c588c,Wei lian.fu ke na = William Faulkner / Fu lei li ke.J.huo fu man zhu ; yao nai qiang yi. 威廉。福克纳 = William Faulkner / 弗雷里克。J。霍夫曼著 ; 姚乃强译. ,"Hoffman, Frederick J.|霍夫曼.",Chinese|English,,"Dive into the world of William Faulkner with insights by Frederick J. Hoffman! This bilingual edition offers a unique perspective on a literary legend. 
"
a07294a5-fe05-4f74-9c18-7f007e073e14,Qin han shi / Jian bo zan zhu. 秦汉史 / 翦伯赞著. ,"Jian, Bo Zan.|翦伯赞.",Chinese,,"Journey through China's defining era! Dive into ""Qin Han Shi"" and explore the history that shaped a civilization. 
"
f45b1423-d3e0-4845-84ef-beea8653a0fd,விக்ரமாதித்யன் கவிதைகள் : தேர்ந்தெடுக்கப்பெற்ற தொகுப்பு / தொகுப்பாசிரியர் வித்யாஷங்கர். Vikramātityan̲ kavitaikaḷ : tērntēṭukkaper̲r̲a tokuppu / tokuppāciriyar Viṭyāṣaṅkar. ,விக்ரமாதித்யன்.|Vikramātityan̲.,Tamil,"Selected poems of Vikramātityan̲, Tamil author. ","Dive into the captivating world of Tamil poetry with Vikramātityan's selected works! 
"
f736b2ac-a337-40ca-a442-afac64a23305,அர்த்தமுள்ள ரஜனிஷ் = Osho/ பி. குமார். Arttamuḷḷa Rajan̲iṣ = Osho/ Pi. Kumār. ,"குமார், பி.|Kumār, Pi.",Tamil,,"Dive into the wisdom of Osho with ""Arttamulla Rajanish"" - a thought-provoking journey awaits! 
"
edb7660b-977c-45a0-9097-32757ff4fe74,வேலூர் : ஓர் அறிமுகம் / மா. குணசேகரன். Vēlūr : ōr ar̲imukam / Mā. Kuṇacēkaran̲. ,"குணசேகரன், மா.|Kuṇacēkaran̲, Mā.",Tamil,,"Uncover the secrets of Vellore with ""Vellore: An Introduction"" by Ma. Kunasekaran.  Explore the city's rich history and culture! 
"
5a574b4d-152c-4d06-a96f-36642b6622e6,நல்வழிப்படுத்தும் அற்புதக் கதைகள்/ சௌபாக்யா. Nalval̲ippaṭuttum ar̲putak kataikaḷ/ Caupākyā. ,சௌபாக்யா.|Caupākyā.,Tamil,,"Dive into ""Nalvalippaduthum Arputha Kathaikal"" by Caupakya – where captivating stories inspire and guide your path. 
"
f54f708d-03cd-4377-9a3a-3f7307d9458c,நக்சலைட் அஜிதாவின் நினைவுக் குறிப்புகள் : ஒரு பெண் போராளியின் சுயசரிதை/ குலச்சல் மு. யூசுப். Nakcalaiṭ ajitāvin̲ nin̲aivuk kur̲ippukaḷ : Oru peṇ pōrāḷiyin̲ cuyacaritai/ Kulaccal Mu.Yūcup. ,"Ajita, 1950-",Tamil,,"A female freedom fighter's journey: experience Ajita's powerful story of struggle and resilience in her own words. 
"
